date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:54:41	138453/138453	---M-Z	200	added ('OK')	text/html	date:Sun,%2010%20Nov%202024%2013:54:40%20GMT	https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/nation/2024/11/113_385897.html	(from )
00:54:42	793/793	---M-Z	200	added ('OK')	text/plain	etag:%229f73db8c26acda1:0%22	https://www.koreatimes.co.kr/robots.txt		(from )
00:54:43	2304/2304	---M--	200	added ('OK')	image/png	etag:%2226bd56b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-57x57.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-57x57.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:43	2884/2884	---M--	200	added ('OK')	image/png	etag:%2248b165b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-60x60.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-60x60.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:43	3329/3329	---M--	200	added ('OK')	image/png	etag:%2231974b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-72x72.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-72x72.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:43	3474/3474	---M--	200	added ('OK')	image/png	etag:%225a9585b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-76x76.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-76x76.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:43	5189/5189	---M--	200	added ('OK')	image/png	etag:%2297609b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-114x114.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-114x114.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:44	5426/5426	---M--	200	added ('OK')	image/png	etag:%22c07b18b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-120x120.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-120x120.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:44	6694/6694	---M--	200	added ('OK')	image/png	etag:%2261cf28b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-144x144.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-144x144.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:44	7100/7100	---M--	200	added ('OK')	image/png	etag:%22739c37b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-152x152.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-152x152.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:44	8745/8745	---M--	200	added ('OK')	image/png	etag:%22397b47b0ce0d81:0%22	https://www.koreatimes.co.kr/www/images/apple-icon-180x180.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/apple-icon-180x180.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:45	7641/7641	---M--	200	added ('OK')	image/png	etag:%221379bcafce0d81:0%22	https://www.koreatimes.co.kr/www/images/android-icon-192x192.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/android-icon-192x192.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:45	1754/1754	---M--	200	added ('OK')	image/png	etag:%22924f3b8ce0d81:0%22	https://www.koreatimes.co.kr/www/images/favicon-32x32.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/favicon-32x32.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:45	4358/4358	---M--	200	added ('OK')	image/png	etag:%22aaf81b9ce0d81:0%22	https://www.koreatimes.co.kr/www/images/favicon-96x96.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/favicon-96x96.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:45	1184/1184	---M--	200	added ('OK')	image/png	etag:%228337e4b8ce0d81:0%22	https://www.koreatimes.co.kr/www/images/favicon-16x16.png	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/images/favicon-16x16.png	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:45	126432/126432	---M-Z	200	added ('OK')	text/css	etag:%220a5d1a25aa0da1:0%22	https://www.koreatimes.co.kr/www2/css/krtimes_v2022_fin.css?20230916	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www2/css/krtimes_v2022_fin94be.css	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:46	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	http://koreatimescokr.api.useinsider.com/ins.js?id=10005899	C:/Users/User/Desktop/Website/a/koreatimescokr.api.useinsider.com/ins.f4aee.delayed	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:46	92629/92629	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	C:/Users/User/Desktop/Website/a/ajax.googleapis.com/ajax/libs/jquery/1.9.1/jquery.min.js	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:46	9183/9183	---M-Z	200	added ('OK')	application/javascript	etag:%2205a693855f2d81:0%22	https://www.koreatimes.co.kr/www2/js/kt_v2022.js	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www2/js/kt_v2022.js	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:48	93065/93065	---M-Z	200	added ('OK')	application/javascript	etag:%22824beb891744db98ccbd3a456e59e0f7+gzip%22	http://platform.twitter.com/widgets.js	C:/Users/User/Desktop/Website/a/platform.twitter.com/widgets.js	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:48	172/172	---M--	302	error ('Redirect')	text/html	date:Sun,%2010%20Nov%202024%2013:54:47%20GMT	https://www.koreatimes.co.kr/www/nation/2024/11/GET	C:/Users/User/Desktop/Website/a/www.koreatimes.co.kr/www/nation/2024/11/GET	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:49	26163/26163	---M--	200	added ('OK')	image/jpeg	etag:%22672c7717:6633%22	https://img.koreatimes.co.kr/upload/thumbnailV2/7634fd7fc7ba49fa95c5d47e1868b26e.jpg	C:/Users/User/Desktop/Website/a/img.koreatimes.co.kr/upload/thumbnailV2/7634fd7fc7ba49fa95c5d47e1868b26e.jpg	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:54:49	244375/244375	---M-Z	200	added ('OK')	application/x-javascript	date:Sun,%2010%20Nov%202024%2013:54:48%20GMT	https://connect.facebook.net/en_US/fbevents.js	C:/Users/User/Desktop/Website/a/connect.facebook.net/en_US/fbevents.js	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
00:55:01	971300/971300	---M-Z	200	added ('OK')	application/javascript	etag:%223b9e99ff8f8772deef19b5a79b15e8b9%22	http://cdn.taboola.com/libtrc/koreatimes-desktop/loader.js	C:/Users/User/Desktop/Website/a/cdn.taboola.com/libtrc/koreatimes-desktop/loader.js	(from https://www.koreatimes.co.kr/www/nation/2024/11/113_385897.html)
